,public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median,PEG_1yrforward_Median,PEG_ltgforward_Median
104,20000430,Health Care,758,-0.137016,0.032826,0.0,-0.008,0.322,-4.175,1.18,3.2969999999999997,-1.508,-2.016,-2.037,-1.42,-1.42,3.138,3.49,0.35,0.22699999999999998,-0.055,-0.067,0.0,0.331,-0.043,-0.015,0.021,-0.043,-0.042,-0.048,0.009000000000000001,-0.028999999999999998,-0.048,0.075,0.8759999999999999,0.084,0.17800000000000002,0.073,0.264,0.494,-0.066,-0.044000000000000004,0.65,0.004,0.259,0.016,0.708,0.0,0.077,0.11599999999999999,0.084,0.18100000000000002,2.41,0.526,0.38,0.121,0.253,0.037000000000000005,0.11699999999999999,92.588,1.0190000000000001,2.755,2.1790000000000003,0.742,3.8789999999999996,8.921,5.435,1.208,0.963,2.051,0.049,0.075,0.0,0.0,-0.075,0.5660000000000001
114,20000531,Health Care,766,-0.067784,0.031089999999999996,0.0,-0.008,0.257,-3.017,1.06,-1.5619999999999998,-1.858,-2.51,-2.477,-2.166,-2.166,2.978,3.133,0.349,0.207,-0.057,-0.078,0.0,0.312,-0.053,-0.038,0.004,-0.062,-0.067,-0.055,-0.011000000000000001,-0.04,-0.085,0.07200000000000001,0.866,0.075,0.162,0.066,0.252,0.505,-0.11,-0.052000000000000005,0.7859999999999999,-0.006,0.263,-0.055999999999999994,0.703,0.0,0.078,0.113,0.085,0.193,2.421,0.465,0.344,0.115,0.23800000000000002,-0.318,-0.37200000000000005,93.63,1.203,2.906,2.36,0.73,4.172,9.176,5.337000000000001,1.176,0.9620000000000001,1.999,0.046,0.083,0.0,0.0,-0.073,0.449
124,20000630,Health Care,774,0.183257,0.127394,0.0,-0.009000000000000001,0.255,-3.5260000000000002,1.07,-1.672,-2.432,-2.99,-2.9130000000000003,-2.738,-2.738,3.306,3.636,0.348,0.204,-0.052000000000000005,-0.077,0.0,0.311,-0.054000000000000006,-0.04,0.004,-0.066,-0.07200000000000001,-0.061,-0.013000000000000001,-0.039,-0.086,0.07,0.867,0.07400000000000001,0.161,0.064,0.245,0.521,-0.121,-0.059000000000000004,0.8029999999999999,-0.006,0.266,-0.067,0.703,0.0,0.075,0.11199999999999999,0.084,0.193,2.443,0.465,0.344,0.11800000000000001,0.239,-0.391,-0.40700000000000003,94.07,1.254,2.918,2.362,0.721,4.135,9.211,5.335,1.163,0.953,1.994,0.045,0.087,0.0,0.0,-0.091,0.51
134,20000731,Health Care,776,-0.018009,-0.052583000000000005,0.0,-0.009000000000000001,0.255,-3.333,0.995,-1.9340000000000002,-2.1,-3.18,-3.157,-2.7960000000000003,-2.7960000000000003,3.408,3.609,0.349,0.20600000000000002,-0.051,-0.076,0.0,0.313,-0.055,-0.044000000000000004,0.002,-0.068,-0.078,-0.062,-0.018000000000000002,-0.040999999999999995,-0.086,0.069,0.866,0.07400000000000001,0.161,0.063,0.244,0.523,-0.128,-0.059000000000000004,0.809,-0.01,0.26899999999999996,-0.077,0.7040000000000001,0.0,0.07400000000000001,0.113,0.085,0.193,2.4459999999999997,0.46399999999999997,0.34299999999999997,0.11800000000000001,0.239,-0.7490000000000001,-0.5760000000000001,93.435,1.2690000000000001,2.951,2.375,0.715,4.136,9.237,5.297000000000001,1.1520000000000001,0.943,1.992,0.046,0.095,0.0,0.0,-0.098,0.473
144,20000831,Health Care,773,0.10733800000000002,0.039739,0.0,-0.002,0.264,-3.1319999999999997,0.993,-1.986,-1.901,-3.557,-3.633,-2.9610000000000003,-2.977,3.6210000000000004,3.96,0.35100000000000003,0.213,-0.068,-0.086,0.0,0.31,-0.07,-0.049,0.001,-0.077,-0.099,-0.075,-0.022000000000000002,-0.057999999999999996,-0.09,0.062,0.882,0.067,0.14,0.06,0.23,0.5589999999999999,-0.129,-0.07,0.877,-0.011000000000000001,0.267,-0.095,0.711,0.0,0.065,0.12300000000000001,0.086,0.185,2.448,0.45399999999999996,0.33299999999999996,0.106,0.228,-0.152,-0.257,91.181,1.3869999999999998,3.115,2.543,0.706,4.151,9.279,5.421,1.1420000000000001,0.914,1.67,0.047,0.09699999999999999,0.0,0.0,-0.134,0.447
154,20000930,Health Care,780,0.004268999999999999,0.039885000000000004,0.0,-0.003,0.258,-2.818,0.884,-1.847,-2.148,-3.2230000000000003,-3.4130000000000003,-2.9330000000000003,-2.95,3.721,3.978,0.35100000000000003,0.21100000000000002,-0.061,-0.09300000000000001,0.0,0.312,-0.075,-0.055,-0.006999999999999999,-0.083,-0.105,-0.079,-0.026000000000000002,-0.054000000000000006,-0.09300000000000001,0.065,0.877,0.068,0.139,0.06,0.231,0.5589999999999999,-0.16899999999999998,-0.092,0.888,-0.018000000000000002,0.266,-0.106,0.7090000000000001,0.0,0.065,0.124,0.087,0.185,2.449,0.452,0.332,0.10300000000000001,0.225,-0.294,-0.36200000000000004,91.01100000000001,1.39,3.115,2.543,0.7020000000000001,4.147,9.276,5.358,1.143,0.914,1.679,0.047,0.095,0.0,0.0,-0.131,0.441
164,20001031,Health Care,795,-0.06674,0.013027,0.0,-0.003,0.249,-2.432,1.02,-2.001,-2.115,-3.01,-3.1010000000000004,-2.523,-2.5789999999999997,3.765,3.783,0.35200000000000004,0.2,-0.052000000000000005,-0.098,0.0,0.309,-0.081,-0.066,-0.013000000000000001,-0.10300000000000001,-0.12,-0.087,-0.040999999999999995,-0.047,-0.096,0.061,0.878,0.067,0.134,0.057,0.222,0.564,-0.2,-0.11,0.9390000000000001,-0.027999999999999997,0.265,-0.166,0.71,0.0,0.064,0.129,0.087,0.184,2.467,0.449,0.331,0.102,0.218,-0.636,-0.8759999999999999,90.209,1.4340000000000002,3.159,2.555,0.693,4.168,9.342,5.398,1.123,0.9129999999999999,1.6130000000000002,0.047,0.099,0.0,0.0,-0.1,0.44799999999999995
174,20001130,Health Care,791,-0.134078,0.003332,0.0,-0.004,0.248,-2.217,0.941,-2.536,-2.313,-2.541,-2.546,-2.138,-2.127,3.1910000000000003,3.2460000000000004,0.353,0.204,-0.085,-0.11599999999999999,0.0,0.301,-0.109,-0.08,-0.019,-0.111,-0.125,-0.125,-0.047,-0.06,-0.114,0.06,0.895,0.061,0.12300000000000001,0.057999999999999996,0.22,0.5670000000000001,-0.20600000000000002,-0.124,0.965,-0.046,0.264,-0.242,0.718,0.0,0.063,0.125,0.08800000000000001,0.18100000000000002,2.421,0.429,0.32799999999999996,0.09699999999999999,0.20600000000000002,-1.3530000000000002,-1.09,93.16,1.569,3.239,2.642,0.6679999999999999,3.985,9.486,5.37,1.092,0.8640000000000001,1.5519999999999998,0.045,0.105,0.0,0.0,-0.11199999999999999,0.39399999999999996
184,20001231,Health Care,774,-0.024381,0.036507,0.0,-0.004,0.23600000000000002,-1.891,0.937,-2.352,-2.05,-2.383,-2.303,-2.112,-2.074,3.21,3.0989999999999998,0.354,0.192,-0.079,-0.11900000000000001,0.0,0.292,-0.109,-0.08,-0.018000000000000002,-0.107,-0.124,-0.125,-0.044000000000000004,-0.059000000000000004,-0.11599999999999999,0.06,0.897,0.061,0.11699999999999999,0.055,0.213,0.5660000000000001,-0.21600000000000003,-0.133,1.013,-0.042,0.271,-0.242,0.718,0.0,0.063,0.126,0.08800000000000001,0.17600000000000002,2.407,0.429,0.324,0.09300000000000001,0.201,-1.3230000000000002,-1.09,92.26799999999999,1.61,3.2689999999999997,2.662,0.652,3.9560000000000004,9.496,5.397,1.067,0.843,1.508,0.044000000000000004,0.109,0.0,0.0,-0.096,0.428
194,20010131,Health Care,776,0.202426,-0.082505,0.0,-0.005,0.23800000000000002,-2.582,1.01,-2.352,-3.088,-2.98,-2.977,-2.675,-2.667,4.0,3.4539999999999997,0.35600000000000004,0.187,-0.083,-0.11900000000000001,0.0,0.292,-0.122,-0.08800000000000001,-0.022000000000000002,-0.11,-0.13,-0.134,-0.05,-0.059000000000000004,-0.11599999999999999,0.06,0.897,0.06,0.115,0.055,0.209,0.5589999999999999,-0.22,-0.133,1.013,-0.044000000000000004,0.275,-0.263,0.721,0.0,0.057,0.125,0.08900000000000001,0.17,2.407,0.426,0.318,0.08900000000000001,0.19899999999999998,-1.354,-1.121,92.20200000000001,1.617,3.2539999999999996,2.6639999999999997,0.65,3.949,9.554,5.397,1.0759999999999998,0.8420000000000001,1.525,0.044000000000000004,0.113,0.0,0.0,-0.11800000000000001,0.43200000000000005
204,20010228,Health Care,775,-0.086812,-0.012583,0.0,-0.003,0.31,-2.7439999999999998,0.944,-2.891,-2.8360000000000003,-2.403,-2.265,-2.033,-2.033,3.676,3.045,0.354,0.2,-0.14,-0.14,-0.017,0.32899999999999996,-0.151,-0.102,-0.040999999999999995,-0.1,-0.128,-0.161,-0.047,-0.099,-0.07400000000000001,0.037000000000000005,0.9470000000000001,0.038,0.08800000000000001,0.049,0.207,0.5870000000000001,-0.175,-0.113,0.981,-0.079,0.285,-0.237,0.748,0.0,0.038,0.125,0.094,0.111,2.366,0.39,0.303,0.065,0.17600000000000002,-2.088,-1.554,96.581,1.551,3.301,2.702,0.652,3.71,9.121,5.303,1.056,0.8440000000000001,1.571,0.064,0.113,0.0,0.0,-0.11199999999999999,0.603
214,20010331,Health Care,776,-0.095964,-0.088658,0.0,-0.002,0.312,-2.142,0.997,-2.903,-2.338,-1.9040000000000001,-1.804,-1.6019999999999999,-1.6019999999999999,3.431,2.7060000000000004,0.354,0.2,-0.141,-0.141,-0.018000000000000002,0.327,-0.155,-0.105,-0.043,-0.10400000000000001,-0.129,-0.166,-0.051,-0.102,-0.075,0.035,0.948,0.037000000000000005,0.084,0.05,0.20800000000000002,0.597,-0.17600000000000002,-0.115,1.0,-0.079,0.284,-0.248,0.7490000000000001,0.0,0.035,0.127,0.094,0.10400000000000001,2.3569999999999998,0.389,0.302,0.064,0.172,-2.15,-1.787,97.147,1.554,3.299,2.718,0.653,3.812,9.138,5.306,1.053,0.8370000000000001,1.571,0.063,0.11199999999999999,0.0,0.0,-0.065,0.591
224,20010430,Health Care,771,0.115094,0.047587,0.0,-0.003,0.306,-2.716,0.986,-3.0210000000000004,-2.94,-2.062,-2.013,-1.694,-1.694,3.9930000000000003,3.008,0.353,0.191,-0.142,-0.146,-0.018000000000000002,0.326,-0.155,-0.105,-0.043,-0.11199999999999999,-0.129,-0.168,-0.05,-0.10099999999999999,-0.075,0.034,0.948,0.037000000000000005,0.086,0.049,0.207,0.599,-0.17600000000000002,-0.115,1.014,-0.087,0.287,-0.247,0.75,0.0,0.035,0.127,0.094,0.10400000000000001,2.342,0.384,0.301,0.065,0.171,-2.122,-1.7930000000000001,97.63,1.584,3.304,2.739,0.652,3.812,9.138,5.321000000000001,1.045,0.833,1.569,0.064,0.113,0.0,0.0,-0.09,0.6779999999999999
234,20010531,Health Care,765,0.134776,0.023511,0.0,-0.009000000000000001,0.366,-5.556,1.01,-4.3069999999999995,-2.154,-3.432,-3.205,-3.258,-3.258,4.398,3.2760000000000002,0.354,0.191,-0.13699999999999998,-0.14400000000000002,0.0,0.297,-0.17,-0.105,-0.047,-0.105,-0.129,-0.179,-0.051,-0.098,-0.126,0.040999999999999995,0.9229999999999999,0.042,0.096,0.048,0.195,0.614,-0.201,-0.11599999999999999,1.073,-0.10400000000000001,0.319,-0.287,0.728,0.0,0.042,0.126,0.092,0.142,2.312,0.381,0.301,0.071,0.184,-2.248,-1.735,95.501,1.689,3.3169999999999997,2.766,0.633,4.198,9.121,5.374,1.022,0.8059999999999999,1.544,0.053,0.11699999999999999,0.0,0.0,-0.11599999999999999,0.5479999999999999
244,20010630,Health Care,758,0.074776,-0.022056,0.0,-0.008,0.366,-5.641,0.966,-4.387,-2.738,-3.77,-3.636,-3.6319999999999997,-3.6319999999999997,4.406000000000001,3.466,0.355,0.192,-0.13,-0.13699999999999998,0.0,0.295,-0.166,-0.10800000000000001,-0.043,-0.10300000000000001,-0.126,-0.174,-0.049,-0.094,-0.11800000000000001,0.042,0.924,0.042,0.094,0.047,0.195,0.607,-0.204,-0.11599999999999999,1.0859999999999999,-0.10400000000000001,0.319,-0.28600000000000003,0.727,0.0,0.042,0.125,0.092,0.14300000000000002,2.318,0.379,0.299,0.07,0.184,-2.258,-1.7109999999999999,94.84200000000001,1.685,3.341,2.773,0.633,4.205,9.134,5.374,1.02,0.805,1.535,0.053,0.11800000000000001,0.0,0.0,-0.125,0.544
254,20010731,Health Care,747,-0.026713,0.022452,0.0,-0.01,0.364,-5.066,0.857,-4.621,-2.612,-3.623,-3.515,-3.44,-3.44,4.49,3.438,0.354,0.19699999999999998,-0.122,-0.129,0.0,0.297,-0.161,-0.102,-0.040999999999999995,-0.099,-0.128,-0.166,-0.047,-0.096,-0.115,0.042,0.925,0.042,0.08900000000000001,0.049,0.19699999999999998,0.622,-0.201,-0.11199999999999999,1.094,-0.091,0.31,-0.254,0.727,0.0,0.042,0.124,0.092,0.145,2.302,0.38,0.299,0.067,0.184,-2.248,-1.6869999999999998,96.039,1.68,3.341,2.7769999999999997,0.633,4.171,9.269,5.392,1.02,0.8059999999999999,1.57,0.053,0.11800000000000001,0.0,0.0,-0.12300000000000001,0.5720000000000001
264,20010831,Health Care,744,-0.028919,-0.031045,0.0,-0.017,0.27699999999999997,-4.965,0.972,-3.802,-2.364,-3.833,-3.767,-3.806,-3.818,4.333,3.259,0.355,0.207,-0.127,-0.129,0.0,0.311,-0.138,-0.106,-0.036000000000000004,-0.09699999999999999,-0.125,-0.152,-0.044000000000000004,-0.09300000000000001,-0.129,0.04,0.935,0.040999999999999995,0.09,0.051,0.198,0.611,-0.145,-0.08900000000000001,1.02,-0.068,0.295,-0.271,0.73,0.0,0.039,0.124,0.091,0.141,2.282,0.39,0.305,0.068,0.183,-2.016,-1.611,99.44,1.5830000000000002,3.343,2.742,0.637,3.92,9.357000000000001,5.436,1.001,0.8220000000000001,1.608,0.057999999999999996,0.126,0.0,0.0,-0.153,0.478
274,20010930,Health Care,746,-0.12470999999999999,-0.009143,0.0,-0.021,0.26899999999999996,-3.948,1.0,-3.658,-1.931,-3.333,-3.214,-3.239,-3.2560000000000002,3.739,2.9219999999999997,0.35700000000000004,0.209,-0.127,-0.13,0.0,0.311,-0.134,-0.095,-0.034,-0.095,-0.125,-0.14300000000000002,-0.042,-0.09,-0.13,0.04,0.9359999999999999,0.040999999999999995,0.09300000000000001,0.051,0.207,0.608,-0.13,-0.075,0.993,-0.063,0.3,-0.249,0.732,0.0,0.039,0.124,0.091,0.14,2.293,0.39799999999999996,0.309,0.069,0.18600000000000003,-2.016,-1.611,97.162,1.557,3.2560000000000002,2.7119999999999997,0.6459999999999999,3.9330000000000003,9.283999999999999,5.45,1.03,0.831,1.689,0.061,0.122,0.0,0.0,-0.128,0.436
284,20011031,Health Care,745,0.111903,0.009363,0.0,-0.02,0.27,-5.048,0.984,-3.72,-1.9509999999999998,-3.489,-3.326,-3.287,-3.319,3.8339999999999996,3.25,0.35600000000000004,0.20800000000000002,-0.128,-0.13,0.0,0.309,-0.135,-0.095,-0.035,-0.09699999999999999,-0.125,-0.145,-0.044000000000000004,-0.09,-0.13,0.039,0.9359999999999999,0.04,0.09300000000000001,0.051,0.207,0.607,-0.158,-0.079,0.991,-0.069,0.305,-0.265,0.736,0.0,0.039,0.124,0.091,0.13699999999999998,2.31,0.397,0.31,0.069,0.185,-2.105,-1.636,97.162,1.556,3.259,2.699,0.645,3.932,9.283999999999999,5.49,1.03,0.8440000000000001,1.689,0.06,0.126,0.0,0.0,-0.135,0.389
294,20011130,Health Care,738,0.070418,0.050089,0.0,-0.013000000000000001,0.345,-4.849,0.754,-2.592,-1.9580000000000002,-3.9730000000000003,-3.366,-3.475,-3.505,4.022,3.236,0.35700000000000004,0.209,-0.121,-0.126,0.0,0.32,-0.127,-0.075,-0.019,-0.092,-0.13,-0.126,-0.033,-0.08900000000000001,-0.134,0.039,0.934,0.04,0.096,0.057999999999999996,0.2,0.6,-0.109,-0.077,0.998,-0.051,0.304,-0.17600000000000002,0.74,0.0,0.039,0.12300000000000001,0.09,0.124,2.267,0.377,0.302,0.069,0.18600000000000003,-1.7180000000000002,-1.765,96.55799999999999,1.579,3.341,2.722,0.653,3.844,9.167,5.519,1.025,0.861,1.635,0.062,0.11699999999999999,0.0,0.0,-0.14300000000000002,0.539
304,20011231,Health Care,744,0.064039,-0.022198,0.0,-0.013000000000000001,0.35200000000000004,-5.3420000000000005,0.767,-2.458,-1.605,-3.931,-3.4410000000000003,-3.6189999999999998,-3.733,4.15,3.4010000000000002,0.358,0.205,-0.12,-0.124,0.0,0.319,-0.128,-0.07400000000000001,-0.018000000000000002,-0.091,-0.128,-0.125,-0.031,-0.085,-0.13,0.042,0.934,0.043,0.099,0.057999999999999996,0.201,0.602,-0.081,-0.075,0.983,-0.051,0.304,-0.172,0.74,0.0,0.04,0.12300000000000001,0.091,0.125,2.2769999999999997,0.379,0.302,0.07,0.188,-1.84,-1.7380000000000002,96.055,1.571,3.322,2.722,0.6609999999999999,3.867,9.099,5.513,1.036,0.865,1.6469999999999998,0.062,0.11599999999999999,0.0,0.0,-0.13,0.589
